Kapitel;Titel;FKZ;Zweckbestimmung;Ist 2015 in T€;Soll 2016 in T€;Ansatz 2017 in T€
0710;51114;129;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;0,0;0,0;0,0
0710;51115;111;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände;7,2;30,0;30,0
0710;51125;129;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände;0,0;0,0;0,0
0710;52511;111;"Fortbildungsangebote ""Stärkung schulischer Eigenverantwortung"" für Eltern- und Schülervertretungen";0,8;4,0;4,0
0710;52513;111;Aus- und Fortbildung;0,1;0,0;0,0
0710;52515;111;Aus- und Fortbildung;0,0;50,0;50,0
0710;52516;111;Stärkung schulischer Eigenverantwortung und Entwicklung der Fachanforderungen;47,6;48,0;48,0
0710;52520;111;Fortbildungen für Lehrkräfte und multiprofessionelle Teams;56,9;25,0;10,0
0710;52525;129;Aus- und Fortbildung;0,0;0,0;0,0
0710;52565;129;Fortbildungen;93,0;300,0;300,0
0710;52567;127;Schulung der Lehrkräfte für die Durchführung der Prüfung zu dem Erwerb des Deutschen Sprachdiploms (BBS/RBZ);0,0;0,0;3,0
0710;52568;112;Fortbildungen für Lehrkräfte (allgemeinbildende Schulen);0,0;0,0;149,3
0710;52602;111;Amtsärztliche Untersuchungen;422,6;346,8;346,8
0710;52606;111;Vorbereitung und Durchführung von Tagungen und Kongressen, Einrichtung von Arbeitskreisen und Fachausschüssen zu schulpolitischen Grundsatzfragen;17,8;26,1;26,1
0710;52611;111;"Prozessbegleitung und Weiterentwicklung ""Stärkung schulischer Eigenverantwortung""";0,0;13,0;13,0
0710;52616;129;Finanzierung einer Vorstudie zu einer einheitlichen Schulverwaltungssoftware;30,0;0,0;0,0
0710;52617;129;"Servicestelle für die Beratung und Unterstützung von Ganztagsschulen (Serviceagentur ""Ganztägig lernen"")";5,1;8,0;8,0
0710;52624;112;Gutachten, Bericht;0,0;0,0;100,0
0710;52626;114;Honorare für Prüfungen;0,0;0,0;28,0
0710;52704;129;Reisekostenvergütungen;0,0;0,0;0,0
0710;52711;112;Grundschulen - Reisekosten Inland -;34,7;35,0;35,0
0710;52712;124;Förderzentren - Reisekosten Inland -;114,5;233,0;203,0
0710;52713;114;Gemeinschaftsschulen ohne Oberstufe, Regionalschulen - Reisekosten Inland -;45,5;80,0;70,0
0710;52714;114;Gymnasien - Reisekosten Inland -;37,3;110,0;80,0
0710;52715;114;Gemeinschaftsschulen mit gymnasialer Oberstufe - Reisekosten Inland -;13,0;75,0;55,0
0710;52716;127;Berufsbildende Schulen - Reisekosten Inland;53,2;59,8;225,0
0710;52717;111;Alle Schularten - Reisekosten Ausland -;0,1;0,0;0,0
0710;52718;111;Reisekosten für Lehrerinnen, Lehrer und Begleitpersonen für Schulausflüge an allgemein bildenden Schulen;834,9;912,5;1.792,5
0710;52719;111;Reisekosten für Lehrerinnen, Lehrer und Begleitpersonen für Schulpartnerschaften an allgemein bildenden Schulen;38,7;40,0;80,0
0710;52720;111;Reisekosten untere und oberste Schulaufsicht;142,2;132,0;132,0
0710;52721;111;Reisekostenvergütungen;73,1;110,0;110,0
0710;52723;111;Reisekosten;2,5;20,0;20,0
0710;52725;129;Reisekostenvergütungen;0,0;0,0;0,0
0710;52726;114;Reisekostenvergütungen;0,0;0,0;0,0
0710;52728;127;Reisekosten für Lehrerinnen, Lehrer und Begleitpersonen für Schulausflüge an Berufsbildenden Schulen;0,0;55,7;300,5
0710;52729;127;Reisekosten für Lehrerinnen, Lehrer und Begleitpersonen für Schulpartnerschaften an Berufsbildenden Schulen;0,0;9,3;45,0
0710;52730;129;Reisekosten für außereuropäische Schulpartnerschaften für Lehrerinnen, Lehrer und Begleitpersonen im Rahmen von Kooperationen des Landes;0,0;0,0;50,0
0710;52733;111;Reisekostenvergütungen;9,1;0,0;0,0
0710;52735;111;Reisekostenvergütungen;0,6;50,0;50,0
0710;52761;129;Reisekostenvergütungen für Dienstreisen;13,2;30,0;30,0
0710;53104;111;Regiekosten Bildungsdialog, Durchführung von Veranstaltungen u.ä.;9,0;20,0;20,0
0710;53113;111;Veröffentlichungen;0,0;0,0;0,0
0710;53115;111;Veröffentlichungen;11,9;40,0;40,0
0710;53125;129;Veröffentlichungen;0,0;0,0;0,0
0710;53301;111;Arbeitsmedizinische Betreuung im Schulbereich;166,6;168,4;168,4
0710;53313;111;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;13,0;0,0;0,0
0710;53315;111;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;55,0;30,0;30,0
0710;53325;129;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;165,0;0,0;0,0
0710;53406;129;Regiekosten im Rahmen der Förderung der Übergänge im vorschulischen und schulischen Bildungsverlauf;18,2;10,0;10,0
0710;53421;111;Bildungsbericht für das Land Schleswig-Holstein;3,5;50,0;50,0
0710;53423;112;Sachkosten für Schulsozialarbeit;45,0;460,0;460,0
0710;53424;112;Fortbildungen und Sachkosten für schulische Assistenzkräfte;110,9;0,0;500,0
0710;53465;129;Vertragliche Zahlungen an Träger von Maßnahmen zur Durchführung des HK PLuS;3.396,6;0,0;0,0
0710;53467;127;Regiekosten für DaZ-Maßnahmen (BBS/RBZ);0,0;0,0;2,0
0710;53468;112;Regiekosten (allgemeinbildende Schulen);0,0;0,0;22,4
0710;53501;129;Durchführung des freiwilligen sozialen Jahres (Schule);0,0;0,0;335,0
0710;53502;111;Reisekosten zur Qualitätssicherung und für Aufbau und Betreuung einer Qualitätsagentur;0,0;0,0;0,0
0710;53503;129;"Durchführung des Vorhabens ""Flexibilisierung der Übergangsphase und Berufswahlpass""";0,0;0,0;0,0
0710;53506;129;"Durchführung des ""Programms für lebenslanges Lernen"" mit EU-Mitteln";0,0;0,0;0,0
0710;53513;111;Regiekosten zur Projektdurchführung;1,4;0,0;0,0
0710;53515;111;Regiekosten zur Projektdurchführung;68,7;30,0;30,0
0710;53520;111;Regiekosten im Rahmen der Weiterentwicklung der Inklusion;1,3;30,0;60,0
0710;53521;111;Regiekosten zur Qualitätssicherung sowie Aufbau und Durchführung einer internen Evaluation;17,6;60,0;60,0
0710;53522;129;Regiekosten für übergeordnete Planungen des MSB und Fortbildungen;0,0;0,0;0,0
0710;53525;129;Regiekosten zur Projektdurchführung;0,0;0,0;0,0
0710;53526;114;Sachkosten für Prüfungen;0,0;0,0;2,0
0710;53561;128;Supervision für Schulpsychologinnen und Schulpsychologen;0,0;0,0;20,0
0710;53565;129;Regiekosten und Durchführung von Maßnahmen im Rahmen des HK Plus;0,5;2.840,0;2.840,0
0710;53567;127;Durchführung von DaZ-Maßnahmen (BBS/RBZ);288,0;870,0;870,0
0710;53604;111;Regiekosten für die Durchführung des Controllings zur Bekämpfung von Unterrichtsausfall;0,0;20,0;20,0
0710;53606;114;Begabungsförderung;232,3;204,0;204,0
0710;53608;129;Umsetzung pädagogischer Begleitmaßnahmen des EU-Schulprogramms für Obst, Gemüse und Milch;0,0;0,0;60,0
0710;53612;129;Fördermaßnahmen Dritter zugunsten des Schulsports;8,7;0,0;0,0
0710;53616;114;Initiativen zur Stärkung der Naturwissenschaften;56,6;60,0;60,0
0710;53705;111;Landeseigene Regiekosten für internationale Schulleistungsvergleiche;0,0;0,0;0,0
0710;53706;129;Allgemeine schulische Zwecke;80,6;87,2;121,0
0710;53806;111;Kosten für die Tätigkeiten der Landeselternbeiräte;12,8;33,4;33,4
0710;53812;129;Ausgaben zur Förderung des außerunterrichtlichen Schulsports;160,0;160,0;160,0
0710;53906;111;Kosten für die Tätigkeiten der Landesschülervertretungen;45,6;55,0;55,0
0710;54206;129;Ostseeprojekt (Baltic Sea Projekt BSP) im Rahmen der UNESCO-Projektschule;0,0;0,0;0,0
0710;54306;129;Förderung der Übergänge im vorschulischen und schulischen Bildungsverlauf;200,0;200,0;200,0
0710;54406;129;Zentrale Abschlüsse Sek. I und Sek. II;185,5;263,5;276,0
0710;54701;111;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;10,0;10,0
0710;54711;111;Tagungskosten, Nebenkosten i. S. d. BRKG u.a.;0,2;0,0;0,0
0710;54712;129;Förderung schulsportlicher Projekte und Maßnahmen;75,0;75,0;75,0
0710;54713;111;Nicht aufteilbare sächliche Verwaltungsausgaben;462,6;0,0;0,0
0710;54714;129;Nicht aufteilbare sächliche Verwaltungsausgaben;25,5;0,0;0,0
0710;54715;111;Nicht aufteilbare sächliche Verwaltungsausgaben;139,4;50,0;50,0
0710;54716;111;Tagungskosten, Nebenkosten i. S. d. BRKG u.a.;0,0;0,0;0,0
0710;54717;129;Projekte und Maßnahmen zur Weiterentwicklung von Betreuungsangeboten und Ganztagsschulen;6,4;6,0;6,0
0710;54720;111;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;8,0;0,0
0710;54721;111;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
0710;54725;129;Nicht aufteilbare sächliche Verwaltungskosten;5,0;0,0;0,0
0710;54761;129;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;1,5;1,5
0710;54762;129;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
0710;54765;129;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;0,0;0,0
0710;62302;129;Schuldendiensthilfe für Schulträger im Rahmen des Schulbausanierungsprogramms;0,0;0,8;0,8
0710;63201;129;Erstattung von verauslagten Schulkostenbeiträgen für schulpflichtige Heimkinder aus Hamburg;597,5;750,0;750,0
0710;63202;129;Ausgleichsleistungen an die Freie und Hansestadt Hamburg für grenzüberschreitenden Schulbesuch;13.200,0;13.200,0;13.400,0
0710;63203;111;Anteil des Landes an den Kosten für eine Qualitätsagentur;0,0;0,0;0,0
0710;63214;111;Anteil des Landes an den Personalkosten der Steuerungsgruppe bei der KMK;0,0;0,0;0,0
0710;63215;111;Anteil des Landes an KMK-Projekten in anderen Bundesländern;0,0;0,0;0,0
0710;63216;111;Anteil des Landes an den Kosten für Testverfahren zur Überprüfung von Bildungsstandards für verschiedene Schulabschlüsse in verschiedenen Fächern;0,0;0,0;0,0
0710;63249;011;Anteil des Landes an den Kosten für einzelne Bildungs-Projekte der KMK;14,1;28,3;28,3
0710;63250;111;Entwicklung von Bildungsstandards für die gymnasiale Oberstufe (Deutsch, Mathematik, erste Fremdsprache sowie Biologie, Chemie, Physik);36,1;42,0;42,0
0710;63251;011;Anteil des Landes an den Kosten der Ständigen Konferenz der Kultusminister der Länder und ihrer Einrichtungen;642,4;777,4;777,4
0710;63253;129;Anteil des Landes an den Kosten für die Unterrichtung deutscher Kinder in der Hochgebirgsklinik Davos, Schweiz;3,2;18,0;18,0
0710;63254;111;Anteil des Landes an den Kosten der Zentralstelle für Fernunterricht;3,4;4,3;4,3
0710;63255;111;Anteil des Landes an den Kosten für das OECD-Projekt PISA-International und PISA-National sowie am PISA-Verbund (internationale Säule), Mitgliedschaft im Verein ZIB;146,0;200,6;200,6
0710;63256;111;Anteil des Landes an den Kosten des Nationalen Bildungsberichts der KMK;13,6;13,5;13,5
0710;63257;112;Anteil des Landes Schleswig-Holstein an den Kosten für TIMSS und IGLU;20,0;17,5;17,5
0710;63258;111;Anteil des Landes Schleswig-Holstein an den Kosten des Instituts für Qualitätsentwicklung im Bildungsbereich (IQB) an der Humboldt-Universität Berlin;148,6;203,5;203,5
0710;63301;127;Schulkostenbeiträge an die Träger von Landesberufsschulen und Bezirksfachklassen in S.-H. für Berufsschüler/-innen anderer Bundesländer;1.454,4;1.400,0;1.400,0
0710;63323;129;Zuweisungen an die Kreise und kreisfreien Städte für Maßnahmen der Schulsozialarbeit;13.200,0;13.200,0;13.200,0
0710;63324;112;Zuschüsse an die Schulträger für den Einsatz schulischer Assistenzkräfte;0,0;4.700,0;4.700,0
0710;67101;111;Abgeltung urheberrechtlicher Ansprüche für die Vervielfältigung geschützter Werke durch staatliche Schulen;2,6;2,7;2,7
0710;67102;129;Erstattung von Verwaltungs- und sonstigen Kosten für den Fonds Schulbausanierung;0,0;0,2;0,2
0710;67103;114;Haftpflicht- und Unfallversicherung für Schulkinder, die am muttersprachlichen Unterricht teilnehmen;1,5;3,0;3,0
0710;67104;129;Leistungsentgelt an die Investitionsbank Schleswig-Holstein für die finanztechnische Abwicklung des Schulbauprogramms;0,0;0,0;0,0
0710;67106;129;Ergänzende Hilfesysteme für Opfer von sexuellem Kindesmissbrauch;0,0;0,0;0,0
0710;67107;129;Erstattungen im Rahmen des Enrichment-Programms;99,3;100,0;100,0
0710;67111;112;Erstattungen für erteilten Unterricht an Grundschulen und für unterrichtsunterstützende Maßnahmen;419,6;555,0;555,0
0710;67112;124;Erstattungen für erteilten Unterricht an Förderzentren und für unterrichtsunterstützende Maßnahmen;1,0;77,0;77,0
0710;67113;114;Erstattungen für erteilten Unterricht an Regionalschulen und für unterrichtsunterstützende Maßnahmen;0,0;135,0;135,0
0710;67114;114;Erstattungen für erteilten Unterricht an Gymnasien und für unterrichtsunterstützende Maßnahmen;652,6;623,0;623,0
0710;67115;127;Erstattungen für erteilten Unterricht an berufsbildenden Schulen und für unterrichtsunterstützende Maßnahmen;1.889,3;1.301,0;1.301,0
0710;67117;114;Erstattungen für erteilten Unterricht an Gemeinschaftsschulen und für unterrichtsunterstützende Maßnahmen;156,4;10,0;10,0
0710;67118;129;Erstattungen für Werkstattunterricht - alle Schularten ohne Gymnasien und berufsbildende Schulen -;268,6;376,0;376,0
0710;67119;129;Erstattungen für Maßnahmen zur Qualitätsentwicklung von Ganztagsschulen;94,0;180,0;160,0
0710;67120;111;Erstattungen im Rahmen der Weiterentwicklung der Inklusion;18,8;25,0;18,0
0710;67122;129;Leistungsentgelte zur finanztechnischen Abwicklung;0,0;0,0;0,0
0710;67123;112;Erstattungen für Schulsozialarbeit;4.306,9;4.140,0;4.140,0
0710;67124;112;Erstattungen für den Einsatz schulischer Assistenzkräfte;1.240,6;0,0;330,0
0710;67125;129;Erstattungen für von Dritten durchgeführte Projekte;0,0;0,0;0,0
0710;67126;111;Erstattungen für Maßnahmen zur Qualitätssicherung und internen Evaluation;0,0;60,0;60,0
0710;67129;114;Erstattung an Dritte für Personalüberlassung;0,0;0,0;0,0
0710;67133;111;Erstattungen für von Dritten durchgeführte Projekte;40,0;0,0;0,0
0710;67135;111;Erstattungen für von Dritten durchgeführte Projekte;10,0;60,0;60,0
0710;67162;129;Leistungsentgelte zur finanztechnischen Abwicklung des Investitionsprogramms;0,0;0,0;0,0
0710;67165;129;Leistungsentgelt an die Investitionsbank Schleswig-Holstein;0,0;0,0;0,0
0710;67167;127;Erstattung für DaZ-Maßnahmen (BBS/RBZ);658,2;1.350,0;1.325,0
0710;67168;112;Erstattung für DaZ-Maßnahmen (allgemeinbildende Schulen);0,0;0,0;80,0
0710;68102;291;Unfallrenten u. ä. bei Schülerunfällen;19,0;26,0;26,0
0710;68104;129;Maßnahmen im Rahmen des Deutsch-Polnischen Jugendwerks;74,9;0,0;0,0
0710;68105;129;Maßnahmen im Rahmen des Deutsch-Französischen Jugendwerks;61,8;0,0;0,0
0710;68106;141;Ausbildungsbeihilfen in besonderen Fällen;21,4;30,0;36,0
0710;68107;129;Zuwendungen für Maßnahmen im Rahmen der Sprachförderung;0,0;0,0;0,0
0710;68114;141;Stipendien;0,0;0,0;0,0
0710;68167;127;Zuschüsse für DaZ-Maßnahmen (BBS/RBZ);1.500,0;300,0;0,0
0710;68401;111;Zuschüsse für Maßnahmen der Qualitätssicherung;0,0;0,0;0,0
0710;68402;115;Zuschüsse an private allgemeinbildende Schulen (ausgenommen Waldorfschulen);22.469,1;26.190,0;26.005,0
0710;68403;128;Zuschüsse an private berufsbildende Schulen;7.173,3;8.800,0;8.200,0
0710;68404;113;Zuschüsse für dänische Ersatzschulen - Grundschulen -;0,0;0,0;0,0
0710;68405;111;Zuschüsse an den Bundeselternrat;0,0;1,6;1,6
0710;68406;129;Zuschüsse zur Durchführung des freiwilligen sozialen Jahres (Schule);0,0;0,0;0,0
0710;68407;112;Kosten für vom Schulbesuch zurückgestellte Kinder an Kindergärten und Kindertagesstätten;0,0;0,0;0,0
0710;68408;127;Zuschüsse zu den persönlichen Kosten an die DEULA zur Durchführung von Berufsschulunterricht im Fach Landtechnik;44,7;100,0;100,0
0710;68409;115;Zuschüsse für Waldorfschulen;23.660,7;26.200,0;26.900,0
0710;68410;115;Zuschüsse für dänische Ersatzschulen - Gesamtschulen/Gemeinschaftsschulen -;0,0;0,0;0,0
0710;68411;125;Zuschüsse für dänische Ersatzschulen - Sonderschulen/Förderzentren Lernen -;0,0;0,0;0,0
0710;68412;115;Zuschuss an den Dänischen Schulverein für die Schulen der dänischen Minderheit;36.796,3;37.850,0;38.050,0
0710;68413;111;Zuschüsse an Träger von Sprachförderungsmaßnahmen;0,0;0,0;0,0
0710;68416;129;Zuwendungen an private Träger im Rahmen der Förderung der Übergänge im vorschulischen und schulischen Bildungsverlauf;0,0;0,0;0,0
0710;68417;112;Förderung von Betreuungsangeboten in der Primarstufe (Jahrgangsstufen 1-4);1.053,0;1.000,0;1.130,0
0710;68418;114;Förderung von Betreuungs- und Ganztagsangeboten an Ganztagsschulen;7.852,3;8.140,0;9.680,0
0710;68419;114;Förderung der pädagogischen Mittagsbetreuung an G8-Gymnasien;323,1;312,2;340,0
0710;68420;114;Förderung von Ganztagsangeboten an neuen gebundenen Ganztagsschulen in sozialen Brennpunkten mit hoher Migrationsquote;401,8;416,2;480,0
0710;68421;129;Zuwendungen für Maßnahmen im Rahmen der Qualitätsentwicklung von Ganztagsschulen;0,0;0,0;20,0
0710;68424;113;Zuschüsse an die Schulen der dänischen Minderheit und an private allgemeinbildende Schulen;106,3;600,0;600,0
0710;68465;129;Zuschüsse an Träger von Maßnahmen zur Umsetzung des HK PLuS;0,0;0,0;0,0
0710;68467;127;Zuschüsse an die Landesarbeitsgemeinschaft der freien Wohlfahrtsverbände SH zur Sprach- und Integrationsförderung ergänzend zu DaZ-Maßnahmen (BBS/RBZ);0,0;1.770,0;0,0
0710;68468;112;Zuwendungen und Zuschüsse an die LAG und weitere Kooperationspartner (allgemeinbildende Schulen);0,0;0,0;2.150,0
0710;68505;129;Institut für Film und Bild in München;21,0;20,5;20,5
0710;68506;129;Zuwendungen an öffentliche Träger im Rahmen der Förderung der Übergänge im vorschulischen und schulischen Bildungsverlauf;0,0;200,0;180,0
0710;68507;114;Zuwendung an die CAU für die Beratungsstelle MIND;0,0;36,0;36,0
0710;68513;111;Zuweisungen an das Deutsche Institut für Pädagogische Forschung (DIPF);0,0;0,0;0,0
0710;68518;014;Ausgaben für Statistiken des Statistischen Amts für Hamburg und Schleswig-Holstein;0,0;0,0;0,0
0710;68523;129;Zuwendungen an öffentliche Träger für Schulsozialarbeit;0,0;0,0;0,0
0710;88302;127;"Zuweisung an die Landeshauptstadt Kiel für das ÖPP-Projekt ""Berufliche Schulen in Kiel"" (RBZ)";0,0;0,0;0,0
0710;88322;129;Zuweisungen an Träger öffentlicher Schulen aus Bundes- und Landesmitteln für Investitionen im Schulbau im Rahmen der energetischen Sanierung für Gemeinden mit Finanzproblemen;0,0;0,0;0,0
0710;88323;129;Zuweisungen an Träger öffentlicher Schulen für Investitionen im Schulbau;0,0;0,0;0,0
0710;88362;129;Aufbau und Weiterentwicklung von Ganztagsschulen öffentlicher Träger;611,5;0,0;0,0
0710;89303;115;Zuschüsse zum Bau deutscher Privatschulen;556,2;0,0;0,0
0710;89362;129;Aufbau und Weiterentwicklung von Ganztagsschulen in privater Trägerschaft;0,0;0,0;0,0
0710;91601;851;"Zuführung an die Rücklage für Ganztagsschulen und das ÖPP-Projekt ""Berufliche Schulen in Kiel "" (RBZ)";0,0;0,0;0,0
0710;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";11,4;0,0;0,0
0710;91907;851;Zuführung an die Rücklage zur Privatschulfinanzierung;0,0;0,0;0,0
0710;91922;851;"Zuführung an die Rücklage ""Investitionen im Schulbau""";0,0;0,0;0,0
0710;91965;851;Zuführung an die Rücklage für das HK PLuS;0,0;0,0;0,0
0710;97201;881;Globale Minderausgabe;0,0;0,0;0,0
0710;98113;891;"Anteil des Ministeriums für Wissenschaft, Wirtschaft und Verkehr an der Kompensationszahlung für den Wegfall der Gemeinschaftsaufgabe ""Bildungsplanung""";0,0;0,0;0,0
0710;98118;891;Verrechnung zu Gunsten Titel 0401-381 01 für Statistiken des Statistischen Amts für Hamburg und Schleswig-Holstein;875,3;0,0;0,0
0710;98201;891;Abgeltung urheberrechtlicher Ansprüche für die Vervielfältigung geschützter Werke an Schulen in kommunaler Trägerschaft;428,4;380,0;380,0
0711;28101;112;Erstattungen von Personalkosten;338,6;0,0;0,0
0711;35605;851;"Entnahme aus der Rücklage ""Sabbatjahr""";1.637,5;0,0;0,0
0711;35901;851;Entnahme aus der Rücklage für Personal;0,0;0,0;0,0
0711;42201;112;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;198.319,7;178.473,0;178.473,0
