Profitcenter;Objektnr.;Bezeichnung;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017;VE 2018;Plan 2018;Plan 2019;Plan 2020;Plan 2021;Plan 2022
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;50510000;Rückstellungen für Pensionsverpflichtung;5.839,56;0,00;2.177,42;2.026,35;0,00;2.026,35;2.026,35;2.026,35;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;50610000;Rückstellungen für Beihilfen;1.983,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;51000000;Planung Versorgungsaufwendungen;0,00;0,00;5.255,84;4.891,18;0,00;5.030,93;5.170,68;5.310,43;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52150000;Instandhaltung der Grundstücke u. baulic;249,32;0,00;1.000,00;1.000,00;0,00;1.000,00;1.700,00;1.700,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52410000;Bewirtschaftung der Grundstücke, baulich;271,59;60,00;700,00;700,00;0,00;700,00;700,00;700,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;0,00;400,00;400,00;0,00;400,00;400,00;400,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52810000;Sonstige Sachleistungen;0,00;0,00;800,00;800,00;0,00;800,00;800,00;800,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;52910000;Aufwendungen für sonstige Dienstleistung;500,00;0,00;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;54123000;Fort- und Weiterbildung, Dienstreisen;81,21;140,00;520,00;637,00;0,00;637,00;637,00;637,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;54220000;Mieten und Pachten;6.312,00;4.356,00;6.400,00;8.000,00;0,00;8.000,00;8.000,00;8.000,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;54290000;Sonst. Aufw. Inanspruchn. von Rechten u.;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;54299000;Aufw. f. beschlagnahmte Wohnungen/Wohnun;0,00;0,00;1.000,00;1,00;0,00;1,00;1,00;1,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;54310000;Geschäftsaufwendungen;56,18;383,76;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;57118009;Abschreibungen auf GWG manuelle Planung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50801;1.100.05.08.01;Bew. von Unterkünften für Wohnungslose;58110000;Aufwendungen aus internen Leistungsbez.;51.367,00;51.367,00;51.367,00;51.367,00;0,00;51.367,00;51.367,00;51.367,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;43210000;Benutzungsgebühren und ähnliche Entgelte;0,00;0,00;-100,00;-100,00;0,00;-100,00;-100,00;-100,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;43210025;Gebühren für städtische Wohnungen;-1.727,93;0,00;-3.000,00;-3.000,00;0,00;-3.000,00;-3.000,00;-3.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;44810002;Integrationspauschale;-12.500,00;-22.200,00;-13.000,00;-4.750,00;0,00;-4.000,00;-4.000,00;-4.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;44820007;Erst. Unterkunftskosten für Asylsuchende;-3.721,27;-18.415,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;44880000;Erträge aus Kostenerstattungen etc. übr.;-2.000,00;-1.525,23;-15.000,00;-2.000,00;0,00;-2.000,00;-2.000,00;-2.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50000000;Planung Personalaufwendungen;0,00;0,00;121.276,14;403.576,45;0,00;409.258,95;415.048,31;420.946,13;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50110000;Bezüge Beamte;42.553,28;23.903,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50120000;Vergütungen tariflich Beschäftigte;181.434,88;214.903,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50220000;Beiträge Versorgungskassen tariflich Bes;12.326,85;14.962,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;32.720,97;39.781,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50510000;Rückstellungen für Pensionsverpflichtung;15.660,12;0,00;6.747,00;20.899,49;0,00;20.899,49;20.899,49;20.899,49;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;50610000;Rückstellungen für Beihilfen;5.318,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;51000000;Planung Versorgungsaufwendungen;0,00;0,00;16.285,86;50.447,06;0,00;51.888,40;53.329,75;54.771,09;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52150000;Instandhaltung der Grundstücke u. baulic;7.415,27;480.824,62;0,00;1.000,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52410000;Bewirtschaftung der Grundstücke, baulich;6.678,59;6.780,10;15.000,00;15.000,00;0,00;15.000,00;15.000,00;15.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52510000;Haltung von Fahrzeugen;0,00;311,12;1.000,00;1.000,00;0,00;5.000,00;5.000,00;5.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52550000;Unterhaltung des sonstigen bew. Vermögen;0,00;0,00;300,00;300,00;0,00;300,00;300,00;300,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52810000;Sonstige Sachleistungen;35.493,03;26.424,05;22.000,00;23.000,00;0,00;24.000,00;25.000,00;25.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52910000;Aufwendungen für sonstige Dienstleistung;1.806,38;213.629,91;1.100,00;100.000,00;0,00;100.000,00;100.000,00;100.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;52910033;Sachkosten;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;54123000;Fort- und Weiterbildung, Dienstreisen;156,77;0,00;520,00;637,00;0,00;637,00;637,00;637,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;54220000;Mieten und Pachten;85.295,55;365.795,52;160.000,00;140.000,00;0,00;120.000,00;100.000,00;100.000,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;54310000;Geschäftsaufwendungen;130,84;62,67;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;57118009;Abschreibungen auf GWG manuelle Planung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50802;1.100.05.08.02;Unterk. f. ausl. Flüchtl. u. Spätauss.;58110000;Aufwendungen aus internen Leistungsbez.;58.929,00;58.929,00;58.929,00;58.929,00;0,00;58.929,00;58.929,00;58.929,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;42110007;Rückz von Darlehen gew.H.z. Erhalt/Erlan;-7.629,55;-3.275,40;-6.500,00;-8.000,00;0,00;-8.000,00;-8.000,00;-8.000,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;43110010;Gebühren  für  Wohnberechtigungsbeschein;-2.180,00;-2.425,00;-3.000,00;-3.000,00;0,00;-3.000,00;-3.000,00;-3.000,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;44840005;Verw.kostenentsch., Wohnungsaufsicht nac;-5.246,80;-5.278,00;-5.000,00;-5.000,00;0,00;-5.000,00;-5.000,00;-5.000,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;45640001;Zahlungen nach dem Wohnungsbindungsgeset;0,00;0,00;-100,00;-100,00;0,00;-100,00;-100,00;-100,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50000000;Planung Personalaufwendungen;0,00;0,00;312.555,27;324.846,74;0,00;329.420,70;334.080,67;338.827,94;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50110000;Bezüge Beamte;74.622,47;93.408,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50120000;Vergütungen tariflich Beschäftigte;155.241,62;159.712,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50220000;Beiträge Versorgungskassen tariflich Bes;12.343,62;12.586,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;31.355,00;32.343,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50510000;Rückstellungen für Pensionsverpflichtung;27.461,97;0,00;17.388,50;16.822,42;0,00;16.822,42;16.822,42;16.822,42;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;50610000;Rückstellungen für Beihilfen;9.326,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;51000000;Planung Versorgungsaufwendungen;0,00;0,00;41.972,23;40.605,84;0,00;41.766,01;42.926,18;44.086,34;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;54123000;Fort- und Weiterbildung, Dienstreisen;667,90;63,05;520,00;637,00;0,00;637,00;637,00;637,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;54296100;Aufw. zum Erhalt/Erlangen einer Wohnung;4.381,67;4.772,46;8.000,00;8.000,00;0,00;8.000,00;8.000,00;8.000,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;54310000;Geschäftsaufwendungen;575,33;1.098,55;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
50803;1.100.05.08.03;Sonstige Wohnhilfen;58110000;Aufwendungen aus internen Leistungsbez.;99.696,00;99.696,00;99.696,00;99.696,00;0,00;99.696,00;99.696,00;99.696,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;41410014;Betriebskostenzuschuss des Landes;-6.793.052,96;-7.473.189,61;-7.237.974,00;-8.063.906,00;0,00;-8.475.241,00;-8.793.969,00;-9.162.422,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;41410015;Landeszuschuss zur Tagespflege;-84.960,00;-84.987,50;-78.000,00;-100.000,00;0,00;-100.000,00;-100.000,00;-100.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;41410020;Landeszuschuss KiGa für entgangene Elter;-533.072,40;-552.864,84;-549.985,00;-587.969,00;0,00;-634.094,00;-664.993,00;-701.570,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;41610000;Erträge aus  SoPO-Auflösung aus Zuweisun;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;42110010;Erstattung Tagespflegekosten;-10.594,37;-12.118,22;-10.000,00;-10.000,00;0,00;-10.000,00;-10.000,00;-10.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;42110011;Elternbeiträge Tagespflege;-90.449,71;-127.140,17;-99.490,00;-130.000,00;0,00;-130.000,00;-130.000,00;-130.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;43210019;Elternbeiträge;-1.273.324,54;-1.544.364,69;-1.299.460,00;-1.550.000,00;0,00;-1.570.000,00;-1.600.000,00;-1.600.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;45910000;andere sonstige ordentliche Erträge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50000000;Planung Personalaufwendungen;0,00;0,00;364.845,31;424.819,06;0,00;430.800,66;436.894,75;443.103,01;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50110000;Bezüge Beamte;73.015,94;81.436,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50120000;Vergütungen tariflich Beschäftigte;193.770,51;216.162,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50220000;Beiträge Versorgungskassen tariflich Bes;15.149,22;16.953,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;38.447,55;42.860,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50510000;Rückstellungen für Pensionsverpflichtung;26.870,75;0,00;20.297,57;21.999,56;0,00;21.999,56;21.999,56;21.999,56;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;50610000;Rückstellungen für Beihilfen;9.125,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;51000000;Planung Versorgungsaufwendungen;0,00;0,00;48.994,13;53.102,38;0,00;54.619,59;56.136,80;57.654,02;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53185000;Zuschuss zu Trägeranteilen bei Tageseinr;756.245,71;811.933,63;830.000,00;952.532,00;0,00;1.059.376,00;1.121.279,00;1.185.039,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53185100;ZS z d Betriebskst d Kindergärten freier;13.636.213,83;14.691.102,58;14.436.064,00;15.613.861,00;0,00;16.580.473,00;17.295.755,00;18.134.016,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53185300;Zuschüsse für Baumaßnahmen bei Tageseinr;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53390019;Zuschuss Mittagstisch bei Tagesstättenbe;0,00;0,00;1.000,00;1.000,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53390020;Auszahlungen für Kinder in Tagespflege;1.007.307,44;1.186.729,86;1.075.000,00;1.300.000,00;0,00;1.300.000,00;1.300.000,00;1.300.000,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;53910100;Aufw. Abbau Gegenleistungsv. geleistete;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;54120002;Ausbildung;320,00;1.045,00;500,00;850,00;0,00;850,00;850,00;850,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;54123000;Fort- und Weiterbildung, Dienstreisen;392,14;710,18;682,00;682,00;0,00;682,00;682,00;682,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;54310000;Geschäftsaufwendungen;1.185,00;617,94;455,00;455,00;0,00;455,00;455,00;455,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;54990100;Rückzahlung von Ertrag aus Vorjahren;0,00;11.002,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;54990200;sonstige ordentl. Aufwendungen im Jahres;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;57110009;Abschreibungen auf Sachanlagen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60101;1.100.06.01.01;Förd. v. Kindern i.E., Kindertagespflege;58110000;Aufwendungen aus internen Leistungsbez.;233.843,00;233.843,00;233.843,00;233.843,00;0,00;233.843,00;233.843,00;233.843,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;41410016;Landeszuschuss für offene Formen der Jug;-57.459,00;-57.459,00;-58.000,00;-58.000,00;0,00;-58.000,00;-58.000,00;-58.000,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;-990,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;41610000;Erträge aus  SoPO-Auflösung aus Zuweisun;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;43210021;Elternbeiträge Ferienfreizeit u.a.;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;43210022;Teilnehmerbeiträge Jugendpflegemaßnahmen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;44610000;Sonstige privatrechtliche Leistungsentge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;44610008;Einn.a.Bewirtsch. u. Teiln-beitr kostpfl;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;44610009;Entgelte;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;44610011;Entgelte Jugendpflegemaßnahmen;0,00;0,00;-100,00;-100,00;0,00;-100,00;-100,00;-100,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45010000;Sonstige ordentliche Erträge;0,00;-165,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45910000;andere sonstige ordentliche Erträge;-5.913,33;-17,44;-5,00;-5,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45910015;Erträge aus eigener Versicherung;0,00;0,00;-5,00;-5,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45910017;Rückzahlung Zuschüsse und andere Einzahl;0,00;0,00;-5,00;-5,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45910018;Ersatzleistungen (Versicherungen);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;45910020;Spenden;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50000000;Planung Personalaufwendungen;0,00;0,00;410.694,71;414.906,46;0,00;420.748,50;426.700,38;432.763,78;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50110000;Bezüge Beamte;48.033,81;48.863,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50120000;Vergütungen tariflich Beschäftigte;326.212,78;315.119,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50220000;Beiträge Versorgungskassen tariflich Bes;22.237,78;22.039,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;60.355,82;60.707,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50510000;Rückstellungen für Pensionsverpflichtung;17.677,03;0,00;22.959,59;21.486,23;0,00;21.486,23;21.486,23;21.486,23;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;50610000;Rückstellungen für Beihilfen;6.003,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;51000000;Planung Versorgungsaufwendungen;0,00;0,00;55.419,70;51.863,31;0,00;53.345,12;54.826,93;56.308,73;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;52215100;Ergänzung Spielplatzausstattungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;52410008;GBA f Spielplatzgrundstücke;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;52410009;Pacht Spielplatzgrundstücke;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
60201;1.100.06.02.01;JU-arb., Kinder- u. JU-erh., Fam.-freiz.;52420000;Bewirtschaftung des Infrastrukturvermöge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
