Kapitel,Bezeichnung,TGr.,Bezeichnung,Titel,FZ,Zweckbestimmung,Ansatz 2016 in EUR,Ansatz 2017 in EUR,Ansatz 2018 in EUR
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,42825,051,Entgelte aus weggefallenen Stellen (Personalüberhang),,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,45310,051,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),79,Planstellen und Stellen mit kw-Vermerk,42279,051,"Planstellen mit kw-Vermerk (Beamtinnen, Beamte und Richterinnen, Richter)",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),79,Planstellen und Stellen mit kw-Vermerk,42879,051,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51110,012,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",,34200,76100
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51120,012,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",,2000,4000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51410,012,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51425,012,Inanspruchnahme von Fahrdiensten beim BLB,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51710,012,"Bewirtschaftung der Grundstücke, Gebäude und Räume",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51725,012,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51820,012,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51825,012,Mietzahlungen an den BLB,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51830,012,Leasing von Dienstkraftfahrzeugen,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,51910,012,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,52510,012,"Aus- und Fortbildung, Lehr- und Lernmittel",,5000,10000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,52610,012,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,52710,012,Reisekostenvergütungen für Dienstreisen,,10000,20000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,52720,012,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,,500,1000
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,54610,012,Sonstiges,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,81110,012,Erwerb von Dienstkraftfahrzeugen,,0,0
04130,Zentraler IT-Dienstleister der Justiz des Landes Brandenburg (ZenIT),,,81210,012,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",,0,0
05010,"Ministerium für Bildung, Jugend und Sport",,,11110,011,"Gebühren, sonstige Entgelte",3200,21900,21900
05010,"Ministerium für Bildung, Jugend und Sport",,,11910,011,Sonstige Verwaltungseinnahmen,0,300,300
05010,"Ministerium für Bildung, Jugend und Sport",,,13210,011,Veräußerung von beweglichen Sachen,100,300,300
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),11160,219,"Gebühren, sonstige Entgelte",4800,5400,5400
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),11960,219,Sonstige Einnahmen,500,3000,3000
05010,"Ministerium für Bildung, Jugend und Sport",,,28210,011,Sonstige Zuschüsse aus dem Inland,,0,0
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),23260,219,Erstattung von Verwaltungsausgaben durch das Land Berlin,136500,140400,140400
05010,"Ministerium für Bildung, Jugend und Sport",,,42110,011,Bezüge der Ministerin/des Ministers,150300,157600,157600
05010,"Ministerium für Bildung, Jugend und Sport",,,42210,011,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",6708500,7885800,7885800
05010,"Ministerium für Bildung, Jugend und Sport",,,42220,129,"Unterhaltszuschüsse der Beamtinnen und Beamten auf Widerruf im Vorbereitungsdienst (und Unterhaltsbeihilfen an Verwaltungspraktikantinnen, Verwaltungspraktikanten und Auszubildende)",12768300,15488000,15488000
05010,"Ministerium für Bildung, Jugend und Sport",,,42720,011,Entgelte für Aushilfen,0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",,,42810,011,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6744600,8965200,8965200
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),42260,219,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",84300,96300,96300
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),42860,219,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,102200,97700,97700
05010,"Ministerium für Bildung, Jugend und Sport",79,Planstellen und Stellen mit kw-Vermerk,42279,011,Planstellen mit kw-Vermerk (Beamtinnen und Beamte),0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",79,Planstellen und Stellen mit kw-Vermerk,42879,011,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",,,51110,011,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",107300,117500,117500
05010,"Ministerium für Bildung, Jugend und Sport",,,51120,011,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",41300,51300,51300
05010,"Ministerium für Bildung, Jugend und Sport",,,51425,011,Inanspruchnahme von Fahrdiensten beim BLB,100000,80000,80000
05010,"Ministerium für Bildung, Jugend und Sport",,,51725,011,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,369400,609000,606000
05010,"Ministerium für Bildung, Jugend und Sport",,,51810,011,Mieten und Pachten,0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",,,51825,011,Mietzahlungen an den BLB,558300,910200,910200
05010,"Ministerium für Bildung, Jugend und Sport",,,52610,011,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",65500,65500,65500
05010,"Ministerium für Bildung, Jugend und Sport",,,52710,011,Reisekostenvergütungen für Dienstreisen,74000,94000,94000
05010,"Ministerium für Bildung, Jugend und Sport",,,52720,011,Reisekostenvergütungen für Reisen in Personalvertretungs- und Schwerbehindertenangelegenheiten,35000,35000,35000
05010,"Ministerium für Bildung, Jugend und Sport",,,52910,011,Verfügungsmittel,5600,5600,5600
05010,"Ministerium für Bildung, Jugend und Sport",,,53110,013,Veröffentlichungen und Dokumentation,111700,91500,91500
05010,"Ministerium für Bildung, Jugend und Sport",,,53120,013,"Öffentlichkeitsarbeit des Ministeriums für Bildung, Jugend und Sport",39800,60000,60000
05010,"Ministerium für Bildung, Jugend und Sport",,,53150,011,Abgeltung von Ansprüchen nach dem Urheberrecht,3100,3100,3100
05010,"Ministerium für Bildung, Jugend und Sport",,,54110,011,Kosten für Fachkonferenzen und Fachtagungen ,0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",,,54610,011,Sonstiges,2000,500,500
05010,"Ministerium für Bildung, Jugend und Sport",,,54615,011,Inanspruchnahme der IT-Infrastruktur des ZIT-BB,,495500,495500
05010,"Ministerium für Bildung, Jugend und Sport",,,54710,011,Sächliche Verwaltungsausgaben aus zweckgebundenen Einnahmen,,0,0
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),51160,219,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",3500,4500,4500
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),51860,219,Mieten und Pachten für Geräte,0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),52660,219,"Sachverständige, Gerichts- und ähnliche Kosten",8300,11700,11700
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),52760,219,Reisekostenvergütungen für Dienstreisen,3300,1400,1400
05010,"Ministerium für Bildung, Jugend und Sport",60,Zentrale Adoptionsstelle Berlin-Brandenburg (ZABB),54160,219,"Veranstaltungen, Tagungen und Informationsmaßnahmen",9000,9500,9500
05010,"Ministerium für Bildung, Jugend und Sport",99,Kosten der Datenverarbeitung,51199,011,"Geräte, Ausstattungs- und Ausrüstungsgegenstände sowie Entgelte für Kommunikation",15000,109500,109500
05010,"Ministerium für Bildung, Jugend und Sport",99,Kosten der Datenverarbeitung,51899,011,Mieten,0,0,0
05010,"Ministerium für Bildung, Jugend und Sport",99,Kosten der Datenverarbeitung,53899,011,Sonstige Dienstleistungen und Gestattungen,5000,22500,22500
05010,"Ministerium für Bildung, Jugend und Sport",,,81210,011,Erwerb von Geräten und sonstigen beweglichen Sachen,20000,25000,25000
05010,"Ministerium für Bildung, Jugend und Sport",78,Pilotprojekt zur Einführung von Langzeitkonten,91978,851,APL-R Titel,,,
05020,Allgemeine Bewilligungen,,,11910,011,Sonstige Verwaltungseinnahmen,300,300,300
05020,Allgemeine Bewilligungen,,,11915,011,Rückflüsse aus Zuwendungen,1500,1500,1500
05020,Allgemeine Bewilligungen,,,15310,011,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,0,0,0
05020,Allgemeine Bewilligungen,,,16210,011,Sonstige Zinsen aus Rückzahlungen aus dem Inland,0,0,0
05020,Allgemeine Bewilligungen,90,Aus- und Fortbildung der Bediensteten,11990,155,Sonstige Einnahmen,0,0,0
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",11999,111,Sonstige Einnahmen,0,0,0
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",23299,111,Sonstige Zuweisungen von Ländern,,0,0
05020,Allgemeine Bewilligungen,,,35910,851,Entnahme aus der Rücklage Verwaltungsbudget,0,0,0
05020,Allgemeine Bewilligungen,,,35911,851,Entnahme aus der Rücklage Personalbudget,0,0,0
05020,Allgemeine Bewilligungen,,,43210,118,"Versorgungsbezüge der Beamtinnen und Beamten, Richterinnen und Richter sowie deren Hinterbliebene",58870400,66340000,81779000
05020,Allgemeine Bewilligungen,,,44310,841,Fürsorgeleistungen und Unterstützungen,700000,800000,800000
05020,Allgemeine Bewilligungen,,,44330,313,Kosten für die Inanspruchnahme von überbetrieblichen betriebsärztlichen Diensten (Zentren) sowie Vertragsärztinnen und Vertragsärzten nach dem Arbeitssicherheitsgesetz,983100,983100,983100
05020,Allgemeine Bewilligungen,,,45310,841,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",400000,400000,400000
05020,Allgemeine Bewilligungen,64,Umsetzung der Altersteilzeitarbeit,42264,851,"Bezüge der Beamtinnen und Beamten, Richterinnen und Richter in der Altersteilzeitarbeit",0,0,0
05020,Allgemeine Bewilligungen,64,Umsetzung der Altersteilzeitarbeit,42864,851,Entgelte der Arbeitnehmerinnen und Arbeitnehmer in der Altersteilzeitarbeit,0,0,0
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",42999,111,Nicht aufteilbare Personalausgaben,,0,0
05020,Allgemeine Bewilligungen,,,54210,299,Ausgleichsabgabe nach dem Schwerbehindertenrecht - Sozialgesetzbuch-Neuntes Buch,0,0,0
05020,Allgemeine Bewilligungen,,,54615,011,Inanspruchnahme der IT-Infrastruktur des ZIT-BB,1556200,807400,807400
05020,Allgemeine Bewilligungen,,,54620,011,Entschädigungs- und Ersatzleistungen an Dritte,1000,1000,1000
05020,Allgemeine Bewilligungen,84,Aufwendungen für die Pflege auswärtiger Beziehungen,54784,029,Sächliche Verwaltungsausgaben,8000,12000,12000
05020,Allgemeine Bewilligungen,90,Aus- und Fortbildung der Bediensteten,52590,155,Aus- und Fortbildung,1753900,1686300,1686300
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",51199,011,"Geräte, Ausstattungs- und Ausrüstungsgegenstände sowie Entgelte für Kommunikation",3000,5000,5000
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",52799,111,Reisekostenvergütungen für Dienstreisen,,0,0
05020,Allgemeine Bewilligungen,99,"Datenverarbeitung in der Schulverwaltung, Erfassung, Dokumentation und Analyse der Schüler- und Lehrkräftedaten",53899,011,Sonstige Dienstleistungen und Gestattungen,661500,605000,555000
05020,Allgemeine Bewilligungen,84,Aufwendungen für die Pflege auswärtiger Beziehungen,63384,029,Sonstige Zuweisungen an Gemeinden  und Gemeindeverbände für internationale Bildungszusammenarbeit,0,0,0
05020,Allgemeine Bewilligungen,84,Aufwendungen für die Pflege auswärtiger Beziehungen,68484,029,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),40000,40000,40000
05020,Allgemeine Bewilligungen,90,Aus- und Fortbildung der Bediensteten,68590,155,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen,193000,300600,300600
05020,Allgemeine Bewilligungen,,,91910,851,Zuführung zu der Rücklage Verwaltungsbudget,0,0,0
05020,Allgemeine Bewilligungen,,,91911,851,Zuführung zu der Rücklage Personalbudget,0,0,0
05020,Allgemeine Bewilligungen,,,91935,118,"Zuführung an das Sondervermögen ""Versorgungsfonds des Landes Brandenburg""",66483300,0,0
05020,Allgemeine Bewilligungen,,,97210,881,Finanzierungsabsicherung neuer politischer Schwerpunktsetzungen,,-1500000,-5000000
05030,Allgemeine überregionale Finanzierungen,,,63210,011,Anteil des Landes an den Kosten der Einrichtungen der Kultusministerkonferenz,607000,669500,669100
05030,Allgemeine überregionale Finanzierungen,,,63212,129,Anteil des Landes an den Personalkosten für die Unterrichtung von brandenburgischen Schülerinnen und Schülern in der Hochgebirgsklinik Davos-Wolfgang (Schweiz),4100,4100,4100
05030,Allgemeine überregionale Finanzierungen,,,63220,111,Anteil des Landes am Zuschussbedarf der Zentralstelle für das Fernunterrichtswesen,11000,11500,11500
05030,Allgemeine überregionale Finanzierungen,,,63230,263,"Anteil des Landes an den Kosten der länderübergreifenden Stelle für den Jugendschutz in Telemedien ""jugendschutz-net""",12000,15000,15000
05030,Allgemeine überregionale Finanzierungen,,,68510,129,Anteil des Landes an der Abgeltungspauschale für die Vervielfältigung und für die öffentliche Zugänglichmachung von urheberrechtlich geschützten Werken für den Unterricht,440300,488900,541300
05030,Allgemeine überregionale Finanzierungen,,,68520,165,Anteil des Landes am Zuschussbedarf des Instituts für Film und Bild in Wissenschaft und Unterricht in München,17600,15000,15000
05030,Allgemeine überregionale Finanzierungen,,,68540,263,"Anteil des Landes an den Kosten der Alterskennzeichnung von Film- und Bildträgern sowie von mit Spielen programmierten Bildträgern durch die ""Freiwillige Selbstkontrolle der Filmwirtschaft (FSK)"" und die ""Unterhaltungssoftware Selbstkontrolle (USK)"" ",17300,18500,18500
05030,Allgemeine überregionale Finanzierungen,,,68550,266,Anteil des Landes an den Kosten des Deutschen Jugendinstitutes und anderer bundesweiter Organisationen,9800,10700,10700
05050,Kinder- und Jugendhilfe,,,11130,219,Gebühren aus dem Schiedsstellenverfahren,1600,1600,1600
05050,Kinder- und Jugendhilfe,,,11915,261,Rückflüsse aus Zuwendungen,100000,100000,100000
05050,Kinder- und Jugendhilfe,,,15310,261,Zinseinnahmen von Gemeinden und Gemeindeverbänden aus Rückzahlungen,0,0,0
05050,Kinder- und Jugendhilfe,,,16210,261,Zinseinnahmen von Trägern der freien Jugendhilfe aus Rückzahlungen,1000,1000,1000
05050,Kinder- und Jugendhilfe,61,Landesprogramm zur Förderung der frühkindlichen Bildung und Kindertagesbetreuung,11961,271,Rückflüsse aus Zuwendungen,,0,0
05050,Kinder- und Jugendhilfe,62,Landesinvestitionsprogramm in die Infrastruktur der Kindertagesbetreuung,11962,271,Rückflüsse aus Zuwendungen,,0,0
05050,Kinder- und Jugendhilfe,62,Landesinvestitionsprogramm in die Infrastruktur der Kindertagesbetreuung,15362,271,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,,0,0
05050,Kinder- und Jugendhilfe,62,Landesinvestitionsprogramm in die Infrastruktur der Kindertagesbetreuung,16262,271,Sonstige Zinsen aus Rückzahlungen,,0,0
05050,Kinder- und Jugendhilfe,63,"Bundesprogramm ""Kinderbetreuungsfinanzierung""",11963,271,Rückflüsse aus Zuwendungen ,0,0,0
05050,Kinder- und Jugendhilfe,63,"Bundesprogramm ""Kinderbetreuungsfinanzierung""",15363,271,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,0,0,0
05050,Kinder- und Jugendhilfe,63,"Bundesprogramm ""Kinderbetreuungsfinanzierung""",16263,271,Zinsen aus Rückzahlungen von freien Trägern der Jugendhilfe ,0,0,0
05050,Kinder- und Jugendhilfe,64,Bundesinitiative Netzwerke Frühe Hilfen und Familienhebammen,11964,265,Rückflüsse aus Zuwendungen,0,0,0
05050,Kinder- und Jugendhilfe,64,Bundesinitiative Netzwerke Frühe Hilfen und Familienhebammen,15364,265,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,,0,0
05050,Kinder- und Jugendhilfe,64,Bundesinitiative Netzwerke Frühe Hilfen und Familienhebammen,16264,265,Zinsen aus Rückzahlungen von freien Trägern,,0,0
05050,Kinder- und Jugendhilfe,66,Unbegleitete minderjährige ausländische Kinder und Jugendliche ,11966,219,Rückflüsse aus Zuwendungen,,0,0
05050,Kinder- und Jugendhilfe,66,Unbegleitete minderjährige ausländische Kinder und Jugendliche ,15366,219,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbände,,0,0
05050,Kinder- und Jugendhilfe,66,Unbegleitete minderjährige ausländische Kinder und Jugendliche ,16266,219,Zinsen aus Rückzahlungen von freien Trägern,,0,0
05050,Kinder- und Jugendhilfe,80,"Landesprogramm ""Netzwerk Gesunde Kinder""",11980,314,Rückflüsse aus Zuwendungen,,0,0
05050,Kinder- und Jugendhilfe,80,"Landesprogramm ""Netzwerk Gesunde Kinder""",15380,314,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,,0,0
05050,Kinder- und Jugendhilfe,80,"Landesprogramm ""Netzwerk Gesunde Kinder""",16280,314,Zinsen aus Rückzahlungen von freien Trägern,,0,0
05050,Kinder- und Jugendhilfe,90,Einnahmen nach dem Bundesjugendplan,11990,261,Rückflüsse aus Zuwendungen,0,0,0
05050,Kinder- und Jugendhilfe,90,Einnahmen nach dem Bundesjugendplan,15390,261,Zinsen aus Rückzahlungen von Gemeinden und Gemeindeverbänden,,0,0
05050,Kinder- und Jugendhilfe,90,Einnahmen nach dem Bundesjugendplan,16290,261,Zinsen aus Rückzahlungen von freien Trägern,,0,0
05050,Kinder- und Jugendhilfe,,,23110,237,Erstattung vom Bund für Ausgaben nach dem Unterhaltsvorschussgesetz,12182000,12182000,12182000
05050,Kinder- und Jugendhilfe,,,28110,237,Einnahmen aus dem Übergang von Ansprüchen des Berechtigten auf das Land nach dem Unterhaltsvorschussgesetz,6417000,7629000,7821000
05050,Kinder- und Jugendhilfe,64,Bundesinitiative Netzwerke Frühe Hilfen und Familienhebammen,23164,265,Zuweisungen des Bundes ,0,0,0
05050,Kinder- und Jugendhilfe,70,Förderung der internationalen Jugendarbeit,23170,266,Zuweisungen des Bundes für Maßnahmen im Bereich der internationalen Jugendarbeit,0,0,0
