Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
54;sonstige ordentliche Aufwendungen;511; Eingliederungshilfe f. beh. Menschen ;2;1.100.05.11;54294000;Verwaltungskostenbeitrag RVK;219,77;195,7;239,4;232,44
54;sonstige ordentliche Aufwendungen;511; Eingliederungshilfe f. beh. Menschen ;2;1.100.05.11;54310000;Büromaterial;306,52;0;0;0
54;sonstige ordentliche Aufwendungen;511; Eingliederungshilfe f. beh. Menschen ;2;1.100.05.11;54311000;Telekommunikation;1.803,54;1.588,20;2.152,31;2.173,83
54;sonstige ordentliche Aufwendungen;511; Eingliederungshilfe f. beh. Menschen ;2;1.100.05.11;54311500;Porto;4.398,48;5.846,31;5.733,53;5.791,10
54;sonstige ordentliche Aufwendungen;511; Eingliederungshilfe f. beh. Menschen ;2;1.100.05.11;54990001;Weiterleitung von Einnahmen an den Kreis;6.300,56;2.434,46;478;1.840,00
41;Zuwendungen und allgemeine Umlagen;512; Hilfe zur Pflege ;1;1.100.05.12;41411002;ZL SGB 12;-38.572,00;-31.896,00;-36.735,00;-36.735,00
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42110017;Sozl.HzPfl.a.E.;-1.562,02;-66,56;-100;-1.500,00
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42110023;Überz.Soz.HzPfl.a.E.;0;-1.057,86;-2.000,00;-1.000,00
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42210005;Rückzahlung Sozialhilfe HzPflege;-108.066,08;-175.705,84;-100.000,00;-100.000,00
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42210011;Kostenb.HzPfl.i.E.;0;0;-10;-10
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42210012;U.haltspfl.HzPfl.i.E;-46.602,01;-94.929,36;-60.000,00;-40.000,00
42;sonstige Transfererträge;512; Hilfe zur Pflege ;1;1.100.05.12;42210013;Ers.Sozl.HzPfl.i.E.;-64.107,71;-65.189,27;-80.000,00;-60.000,00
44;Privatrechtliche Leistungsentgelte;512; Hilfe zur Pflege ;1;1.100.05.12;44880010;Erstattung Pflegewohngeld;-61.363,94;-95.704,45;-60.000,00;-60.000,00
45;sonstige ordentliche Erträge;512; Hilfe zur Pflege ;1;1.100.05.12;45640006;Erst. Versicherung HzPfl., in Einrichtun;-684;-1.019,62;-10;-10
45;sonstige ordentliche Erträge;512; Hilfe zur Pflege ;1;1.100.05.12;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
45;sonstige ordentliche Erträge;512; Hilfe zur Pflege ;1;1.100.05.12;45829001;Erträge aus der Auflösung RS Prozesskost;0;-950;0;0
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50110000;Bezüge Beamte;198.165,51;208.055,61;196.675,00;214.527,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50120000;Vergütungen tariflich Beschäftigte;94.716,38;107.046,54;106.507,00;107.170,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50220000;Versorgungskassenb. tarifl. Beschäftigte;8.490,63;8.675,92;8.543,00;8.505,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;18.386,76;20.921,56;21.207,00;21.471,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50410000;Beihilfen und Unterstützungsleistungen f;11.960,97;12.380,39;13.815,00;14.239,68
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50411000;Beihilf. u.a.taBesch;18,88;34,15;39,12;84,24
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50510000;Rückstellungen für Pensionsverpflichtung;75.155,88;97.251,96;80.926,00;111.695,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50610000;Rückstellungen für Beihilfen;25.432,46;23.104,09;21.578,00;21.051,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50710000;Zuf. Altersteilzeit Rückstellung Beamte;415,75;3.528,07;5.488,00;2.133,00
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50811000;RS Urlaub Beamte;-1.743,47;4.540,49;0;0
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50812000;RS Urlaub tarifl. Beschäftigte;-362,71;-558,68;0;0
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50813000;RS Überstunden Beamte;108,2;789,21;0;0
50;Personalaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;50814000;RS Überstunden tarifl.Beschäftigte;334,07;-1.360,20;0;0
51;Versorgungsaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;51210000;Beitr. Versorgungsk. Versorgungsempfänge;1.056,27;1.136,46;1.093,32;1.188,84
51;Versorgungsaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;20.799,00;19.777,56
51;Versorgungsaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;51510000;Zuf. Pensionsrückst. Versorgungsempf.;87.175,05;117.291,10;70.564,00;105.483,00
51;Versorgungsaufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;51610000;Zuf. Beihilferückst. Versorgungsempf.;29.628,06;28.201,11;19.195,00;20.759,00
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54111000;Fahrtkostenerstattung Beamte;16,5;3,44;0;50
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54130000;Aus- und Fortbildung;43,26;242,4;1.000,00;1.000,00
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54291000;Prozesskosten;2.111,56;1.135,26;1.500,00;1.500,00
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54294000;Verwaltungskostenbeitrag RVK;851,42;866,97;906,72;1.023,48
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54310000;Büromaterial;0;0;0;0
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54311000;Telekommunikation;1.803,54;1.588,20;2.502,29;2.527,32
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54311500;Porto;4.398,48;5.846,31;6.659,09;6.725,93
54;sonstige ordentliche Aufwendungen;512; Hilfe zur Pflege ;2;1.100.05.12;54990001;Weiterleitung von Einnahmen an den Kreis;250.045,38;372.329,01;302.120,00;262.520,00
45;sonstige ordentliche Erträge;513; Hilfe in anderen Lebenslagen ;1;1.100.05.13;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50110000;Bezüge Beamte;14.478,43;14.119,56;14.829,00;14.349,00
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50120000;Vergütungen tariflich Beschäftigte;1.855,70;1.906,67;1.904,00;1.982,00
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50220000;Versorgungskassenb. tarifl. Beschäftigte;144,49;148,72;153;157
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;372,09;382,93;379;397
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50410000;Beihilfen und Unterstützungsleistungen f;873,9;840,19;1.041,60;952,44
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50411000;Beihilf. u.a.taBesch;0,37;0,61;3;5,64
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50510000;Rückstellungen für Pensionsverpflichtung;5.491,06;6.599,94;6.102,00;7.471,00
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50610000;Rückstellungen für Beihilfen;1.858,15;1.567,94;1.627,00;1.408,00
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50710000;Zuf. Altersteilzeit Rückstellung Beamte;0;0;0;0
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50811000;RS Urlaub Beamte;0;0;0;0
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50812000;RS Urlaub tarifl. Beschäftigte;0;0;0;0
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50813000;RS Überstunden Beamte;0;0;0;0
50;Personalaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;50814000;RS Überstunden tarifl.Beschäftigte;0;0;0;0
51;Versorgungsaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;51210000;Beitr. Versorgungsk. Versorgungsempfänge;77,17;77,12;82,44;79,56
51;Versorgungsaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;1.568,16;1.322,88
51;Versorgungsaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;51510000;Zuf. Pensionsrückst. Versorgungsempf.;6.369,21;7.959,88;5.320,00;7.055,00
51;Versorgungsaufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;51610000;Zuf. Beihilferückst. Versorgungsempf.;2.164,69;1.913,85;1.447,00;1.388,00
54;sonstige ordentliche Aufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;54111000;Fahrtkostenerstattung Beamte;12,36;3,42;0;50
54;sonstige ordentliche Aufwendungen;513; Hilfe in anderen Lebenslagen ;2;1.100.05.13;54294000;Verwaltungskostenbeitrag RVK;62,21;58,84;68,4;68,4
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41410000;Zuw.u.Zusch.für lfd.Zwecke vom Land;0;0;0;-10.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411004;ZL Betriebskosten;-9.933.160,52;-10.498.373,80;-7.764.000,00;-8.247.794,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411008;ZL Familienzentrum;-7.000,00;-14.000,00;-14.000,00;-14.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411012;ZL Kein Kind ohne Mahlzeit;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411013;ZL Fahrkosten Lockertstraße;0;0;-4.000,00;-3.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411014;ZL therapeutische Kosten Lockertstr.;-55.417,11;-55.000,44;-50.000,00;-50.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411023;ZL Elternbeitragsfreiheit;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41411031;ZL Härtefallfonds;-1.106,00;-13.774,00;0;0
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41421003;Zuweisung LV Rheinland;-2.800,00;-798,52;-15.000,00;-15.615,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41421005;ZKreis Jobcenter BuT;-190.083,00;-204.303,00;-140.000,00;-150.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41481004;Essensgeld;-203.032,60;-275.765,80;-200.000,00;-200.000,00
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41610000;Erträge aus  SoPO-Auflösung aus Zuweisun;-41.270,63;-41.270,63;-41.270,63;-41.270,63
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41610001;Ertr.SoPo-Aufl. Bund;0;0;0;-12.718,75
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41611000;ET SoPO-Aufl. aus Zuw. Land;-285.148,27;-289.222,67;-189.671,97;-189.671,88
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41611001;Ertr.SoPo-Aufl. Land;0;0;-787,5;-5.067,08
41;Zuwendungen und allgemeine Umlagen;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;41700001;Erträge aus Abgang SoPO Zuweisungen;0;0;0;0
42;sonstige Transfererträge;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;42110007;Ersatzleistungen schadensersatz Pflichti;-13.635,02;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210004;E-Beitr KiTa Kurze Straße;-30.513,90;-30.343,00;-45.197,00;-46.624,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210018;E-Beitr KiTa Eichenstraße;-63.933,58;-86.271,90;-70.021,00;-72.292,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210019;E-Beitr KiTa Diergardstraße;-55.355,60;-30.018,70;-53.473,00;-55.181,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210020;E-Beitr KiTa Holderberg;-24.443,60;-27.600,55;-65.292,00;-67.402,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210021;E-Beitr KiTa Orchideenstraße;-74.455,00;-80.158,70;-73.566,00;-75.957,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210022;E-Beitr KiTa Ulrich-von-Hutten;-31.460,70;-36.472,40;-42.836,00;-44.182,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210023;E-Beitr KiTa Pusenhof;-22.961,50;-38.747,80;-45.199,00;-46.626,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210024;E-Beitr KiTa Wilhelm-Müller;-60.127,90;-44.179,20;-31.015,00;-31.959,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210025;E-Beitr KiTa Lockertstraße;-27.941,60;-37.390,10;-42.836,00;-44.182,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210026;E-Beitr KiTa Konrad-Adenauer;-50.523,00;-39.085,30;-68.838,00;-71.068,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210027;E-Beitr KiTa Barbarastraße;-21.345,80;-51.197,80;-34.562,00;-35.627,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210028;E-Beitr KiTa Erlenweg;-42.018,40;-44.364,80;-96.025,00;-99.180,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210029;E-Beitr KiTa Schuki.-Anna;-5.227,00;-6.303,50;-10.637,00;-10.999,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210030;E-Beitr KiTa Am Pandyck;-78.008,36;-91.755,26;-122.027,00;-126.066,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210031;E-Beitr KiTa Rüttgersweg;-48.605,00;-77.907,00;-127.936,00;-132.176,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210032;E-Beitr KiTa Walt-Karentz;-63.279,10;-77.871,20;-139.757,00;-144.399,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210033;E-Beitr KiTa Kastell;-43.947,40;-64.511,30;-92.478,00;-95.512,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210034;E-Beitr KiTa Königsberg.;-65.216,20;-65.247,20;-45.199,00;-46.626,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210035;E-Beitr KiTa Bonifatius;-49.632,50;-64.310,70;-86.568,00;-89.401,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210036;E-Beitr KiTa Cecilienstraße;-41.437,00;-46.519,50;-45.199,00;-46.626,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210037;E-Beitr KiTa An der Sandkull;-68.179,14;-74.823,99;-74.748,00;-77.179,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210038;E-Beitr KiTa Eicker Grund;-42.219,20;-62.612,90;-72.386,00;-74.737,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210039;E-Beitr KiTa Eupener Straße;-58.878,60;-66.729,50;-47.563,00;-49.070,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210040;E-Beitr KiTa Bahnhofstraße;-58.861,40;-56.594,30;-80.659,00;-83.291,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210041;E-Beitr KiTa Leibnizstraße;-62.227,90;-81.112,40;-80.659,00;-83.291,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210042;E-Beitr KiTa Länglingsweg;0;0;-32.198,00;-33.183,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210043;E-Beitr KiTa Kleine Allee;-62.160,30;-16.166,90;-92.478,00;-95.512,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210044;E-Beitr KiTa Kranichstraße;-52.685,60;-61.149,40;-68.838,00;-71.068,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210045;E-Beitr KiTa Katzbachstraße;-86.112,90;-90.626,20;-65.292,00;-67.402,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210046;E-Beitr KiTa Hadrianstraße;-85.635,90;-91.432,40;-96.025,00;-99.180,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210047;E-Beitr KiTa Ackerstraße;-50.875,40;-50.935,10;-110.208,00;-113.845,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210048;E-Beitr KiTa Gerhard-Hauptmann;-63.492,90;-63.121,50;-98.388,00;-101.623,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210049;E-Beitr KiTa Boberstraße;-38.365,70;-35.617,60;-45.199,00;-46.626,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210050;E-Beitr KiTa Galgenbergsheide;-15.464,40;-42.755,20;-41.654,00;-42.960,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210051;E-Beitr KiTa Bendmannstraße;-77.527,40;-73.960,10;-41.654,00;-42.960,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210052;E-Beitr KiTa Dorfstraße;-60.425,10;-69.376,30;-119.663,00;-123.621,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210053;E-Beitr KiTa Roseggerstraße;-59.067,10;-81.813,80;-80.659,00;-83.291,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210054;E-Beitr KiTa Rasselbande;-80.743,82;-85.353,62;-106.662,00;-110.178,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210055;E-Beitr KiTa Bauklötzchen;-86.991,70;-93.688,80;-139.757,00;-144.399,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210056;E-Beitr KiTa AWO Eichend;-50.399,60;-21.259,19;-62.929,00;-64.958,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210057;E-Beitr KiTa Schuki Talstraße;0;0;-7.683,00;-7.944,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210058;E-Beitr KiTa SCI Kirschenallee;-115.385,72;-133.568,40;-83.022,00;-85.735,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210059;E-Beitr KiTa AWO Marktstraße;-124.703,90;-121.711,20;-175.215,00;-181.062,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210060;E-Beitr KiTa Jungbornstraße;-39.844,80;-51.578,60;-71.202,00;-73.513,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210061;E-Beitr KiTa Nikolausweg;-73.096,30;-99.058,40;-92.478,00;-95.512,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210062;E-Beitr KiTa Planetenstraße;-93.386,40;-111.986,10;-116.118,00;-119.956,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210063;E-Beitr KiTa Die Kleinsten;-26.874,20;-33.511,20;-36.926,00;-38.071,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210072;Elternbeitrag Tagespflege;-385.266,85;-448.421,40;-316.153,00;-326.902,00
43;öffentlich-rechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;43210094;EB auswärtige Kindertageseinrichtungen;0;-3.025,00;0;0
44;Privatrechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;44619000;Vermischte Erträge;-1.497,24;-11,2;-7.000,00;-2.000,00
44;Privatrechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;44619007;Vermischte Erträge Jugendgirokonten;-7.187,45;-3.525,15;0;-7.000,00
44;Privatrechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;44860001;Erträge aus Kostenerstattungen ZGM;0;0;0;0
44;Privatrechtliche Leistungsentgelte;601; Förderung v. Kindern in Tagesbetreuung ;1;1.100.06.01;44880011;Erstattung Tagespflegekosten;-44.771,21;-29.644,71;-23.639,00;-24.443,00
